序号,岗位类别,岗位名称,薪酬,地点,学历要求,经验要求,企业名称,企业规模,所属地域,所属行业,岗位职责,岗位要求
33,数据分析工程师,数据分析,20-40k·16薪,深圳,经验不限-本科-数据分析-数据挖掘-数据建模-数据开发-数据架构-Python,经验不限-本科-数据分析-数据挖掘-数据建模-数据开发-数据架构-Python,某大型股份制银行,银行-已上市-10000人以上,深圳,银行-已上市-10000人以上,"工作职责
数据科学/大数据挖掘工作包括：•创建数据挖掘架构/模型/协议、统计报表和数据分析方法，以识别大数据集的趋势•数据分析可以应用于不同的商业领域（如市场经济学、供应链、市场营销/广告、科学研究等）•研究和应用现有以及新兴数据科学原理、理论和技术知识，为商业决策提供信息支持•更高的职业等级，可能以在数据分析领域取得新突破为目标，开展科学研究
","任职资格
1.有1-3年数据分析岗工作经验，有在国内泛资管、世界500强、互联网任职经历优先。
2.参加过咨询项目-战略咨询、咨询项目-管理咨询、IT项目-实施项目、IT项目-运维项目、投资项目-生产性项目、投资项目-非生产项目类项目，担任数据库报表开发、项目管理、软件开发、数据建模，
3.熟悉IT技能-开发语言-Python、IT技能-大数据、IT技能-数据挖掘与分析-数据建模、IT技能-数据挖掘与分析-数据挖掘、IT技能-数据库，"
34,数据分析工程师,高级数据测试工程师,18-28k,上海,3-5年-本科-压力测试-自动化测试,3-5年-本科-压力测试-自动化测试,西部证券,基金/证券/期货-沪深A股上市-2000-5000人,上海,基金/证券/期货-沪深A股上市-2000-5000人,"职位描述：
1.负责金融数据团队业务数据质量的保证
2.深入理解业务需求，与产品经理和开发人员协作，负责数据侧业务的测试用例编写及功能验证工作
3.负责数据团队etl脚本，数据接口及报表功能的测试，数据验证及缺陷管理工作
","任职要求
1.本科及以上学习，具备5年以上测试工作经验，2年以上数据类产品如数据报表，数据仓库等测试经验；
2.熟悉多种关系型数据库（Mysql/Oracle/Postgresql）及大数据相关数据库（Hive/Hbase/Impala），并具备较强的SQL能力；
3.熟悉接口测试、压力自测试、自动化测试相关工具，并具备相应使用及搭建技能；
4.具备一定的编程能力，熟悉至少一种编程语言（Python/Java/Perl）；
5.有较强的学习能力和责任心，良好的沟通表达能力。"
35,数据分析工程师,数据分析岗(J11260),薪资面议,上海-静安区,3-5年-统招本科-数据分析-数据建模-数据挖掘-SQL,3-5年-统招本科-数据分析-数据建模-数据挖掘-SQL,光大证券,基金/证券/期货-已上市-5000-10000人,上海-静安区,基金/证券/期货-已上市-5000-10000人,"职责描述：
1.负责对特定数据需求的分析，定义其中涉及指标，进行数据分析或建模并设计结果呈现，以交付开发人员开发；
2.负责对特定场景的数据分析和挖掘，设计相关分析指标、算法模型及结果呈现；
3.对于数据应用中涉及指标的数据标准进行持续跟踪、优化；
4.负责设计关键主体画像标签，如客户画像标签、产品画像标签等；
5.完成上级交办的其他工作。
任职要求：
1.本科及以上学历，计算机、数学、统计、金融相关专业优先；
2.具有一定证券行业或证券服务行业工作经验、数据分析或建模经验；
3.掌握数据分析和建模工具，掌握SQL语言，掌握python或R语言，掌握BI工具；熟悉证券公司业务和证券公司数据；具有较强数据处理和逻辑分析能力；具有较强的数据敏感性；
4.工作积极主动，细致缜密，责任心强，自驱力强，具有团队合作精神；具有较好的文字表达功底。
基本条件:
1.具有良好的政治素质和道德品行，坚持党的领导，拥护国家大政方针，自觉增强“四个意识”、坚定“四个自信”、拥护“两个确立”、做到“两个维护”；
2.具备良好的职业素养和团队协作精神，责任心强，爱岗敬业，勤勉尽责，认同公司企业文化和价值观；
3.年龄应遵循年轻化原则；
4.具备与岗位要求相应的","任职资格和能力要求；
5.具备较强的风险合规意识；
6.具备正常履行工作职责的身体条件和心理素质；
7.符合公司回避等相关工作要求；
8.符合法律法规、中国证监会和行业协会等规定的任职条件和要求；
9.符合应聘岗位要求的其他条件。"
36,数据分析工程师,Web软件测试工程师-数据业务（北京）,10-15k,北京,经验不限-本科-软件测试,经验不限-本科-软件测试,经纬恒润,电子/半导体/集成电路-科创板上市-2000-5000人,北京,电子/半导体/集成电路-科创板上市-2000-5000人,"岗位职责:
1. 负责Web软件测试工作；
2. 深入了解被测软件的业务需求和技术架构；
3. 参与敏捷开发，负责执行测试过程：
(1) Review需求，制定测试策略；
(2) 编写测试用例、自动化测试脚本；
(3) 按用例执行测试、回归测试问题；
(4) 与开发团队沟通，分析和定位问题；
(5) 编写测试报告、统计测试数据。
","任职资格:
1. 理工类专业本科及以上学历，计算机或软件专业优先；
2. 逻辑严谨，细心、耐心、责任心强；
3. 沟通表达良好，亲和力强；
4. 熟悉企业信息化系统，了解B端Web软件，了解数据库技术；
5. 熟悉软件测试过程，了解软件工程，或有软件测试经历者优先；
6. 有python测试脚本编写经验者优先。"
37,数据分析工程师,Data & Analytics Developer 数据分析开发工程师,15-30k,北京-朝阳区,经验不限-学历不限,经验不限-学历不限,梅赛德斯-奔驰,整车制造-10000人以上,北京-朝阳区,整车制造-10000人以上,,
38,数据分析工程师,数据测试工程师,15-25k,上海,3-5年-本科-功能测试-Python,3-5年-本科-功能测试-Python,西部证券,基金/证券/期货-沪深A股上市-2000-5000人,上海,基金/证券/期货-沪深A股上市-2000-5000人,,
39,数据分析工程师,数据分析经理,薪资面议,上海-静安区,5-10年-统招本科-数据分析-数据采集-大数据领域,5-10年-统招本科-数据分析-数据采集-大数据领域,伽蓝集团,日化-5000-10000人,上海-静安区,日化-5000-10000人,"工作职责
1、通过多种数据分析工具，对集团支出及采购业务数据进行分析，与业务部门沟通形成分析总结与建议； 2、抓取SRM及SAP等系统数据及线下工具表单，通过BI看板实现业务数据线上化、可视化；
3、战略采购部员工绩效统筹，包括目标制定与达成核算。


","任职资格
1、本科以上，2年大型企业数据分析工作经验；
2、可独立进行业务数据分析并形成建议反馈给业务部门，包括但不限于独立完成数据清洗、数据自动抓取、BI报表及看板搭建； 
3、有责任感、逻辑清晰、学习能力强；
4、技能：熟练应用mysql、quick bi、python、hive、excel及PPT。"
40,数据分析工程师,高级数据测试工程师,15-25k,西安,3-5年-本科-压力测试-自动化测试,3-5年-本科-压力测试-自动化测试,西部证券,基金/证券/期货-沪深A股上市-2000-5000人,西安,基金/证券/期货-沪深A股上市-2000-5000人,"职位描述：
1.负责金融数据团队业务数据质量的保证
2.深入理解业务需求，与产品经理和开发人员协作，负责数据侧业务的测试用例编写及功能验证工作
3.负责数据团队etl脚本，数据接口及报表功能的测试，数据验证及缺陷管理工作
","任职要求
1.本科及以上学习，具备5年以上测试工作经验，2年以上数据类产品如数据报表，数据仓库等测试经验；
2.熟悉多种关系型数据库（Mysql/Oracle/Postgresql），并具备较强的SQL能力；
3.熟悉接口测试、压力自测试、自动化测试相关工具，并具备相应使用及搭建技能；
4.具备一定的编程能力，熟悉至少一种编程语言（Python/Java/Perl）；
5.有较强的学习能力和责任心，良好的沟通表达能力。"
41,数据分析工程师,数据分析工程师（供应链方向）,25-40k·16薪,深圳-南山区,5-10年-本科-数据分析-供应链管理,5-10年-本科-数据分析-供应链管理,腾讯,互联网-已上市-10000人以上,深圳-南山区,互联网-已上市-10000人以上,"岗位职责
1.负责腾讯服务器部件备货、交付、库存管理的数据分析和持续优化；
2.负责指标异动发现和根因分析，并协同各团队落地解决方案，跟踪并评估项目实施效果，并拿到业务结果；
3.负责分析平台规划，推动相关的工具开发落地。

","岗位要求
1.具有数学、计算机等相关专业的背景优先； 具备扎实统计理论基础，掌握多元统计分析、假设检验、因果推断等计量技术与应用；
2.具备5年以上指标体系搭建、数据分析工作经验，熟练掌握Excel、SQL、Python；了解常用的机器学习算法；
3.有良好的的自驱力，善于沟通，工作积极主动，责任心强，具备良好的团队协作能力和抗压能力，工作态度严谨踏实；
4.有供应链业务经验优先；有财务分析经验优先。"
42,数据分析工程师,高德-高级测试开发工程师-高精数据应用,25-50k·16薪,北京-朝阳区,3-5年-本科-测试开发-自动化测试-系统测试,3-5年-本科-测试开发-自动化测试-系统测试,北京高德云图科技有限公司,互联网-融资未公开-500-999人,北京-朝阳区,互联网-融资未公开-500-999人,,
43,数据分析工程师,销售策略-数据分析,20-25k,北京-丰台区,1-3年-本科-数据监控-数据可视化-FineBI-数据分析-数据建模,1-3年-本科-数据监控-数据可视化-FineBI-数据分析-数据建模,华为终端有限公司,电子/半导体/集成电路-其他-10000人以上,北京-丰台区,电子/半导体/集成电路-其他-10000人以上,"岗位职责：
1.理解业务发展方向和战略，建立并优化指标体系，确保其准确反应业务运营状况并持续优化；
2.负责对各业务模块用户数据的采集.清洗.分析及可视化工作，挖掘业务问题并通过数据分析为用户运营提供策略支持，探索有效的业务优化模式；
3.负责对不同生命周期或不同价值用户的数据管理，完善用户标签，结合用户调研定期产出细分群体用户画像；
4.团队数据支持，为业务方或团队内部提供数据支持或分析。

","岗位要求：
1、2年以上数据分析工作经验；
2、熟练掌握 EXCEL、 Tablau等数据可视化工具；
3、本科及以上学历，具备TO C硬件产品数据分析1-3年工作经验；
4、具备零售行业或O2O运营经验优先。
2、有较强的数据敏感度.逻辑思维能力及学习能力，善于从数据中发现问题。
"
